,0
0,35.55114009062527
1,35.54860994045157
2,35.54607979027787
3,35.55114009062527
4,35.54860994045157
5,35.54860994045157
6,35.54860994045157
7,35.55114009062527
8,35.55114009062527
9,35.54860994045157
10,35.54860994045157
11,35.55114009062527
12,35.55114009062527
13,35.54607979027787
14,35.54860994045157
15,35.54607979027787
16,35.54607979027787
17,35.54607979027787
18,35.55114009062527
19,35.54607979027787
20,35.54607979027787
21,35.54607979027787
22,35.55114009062527
23,35.54860994045157
24,35.54860994045157
25,35.54607979027787
26,35.54860994045157
27,35.54860994045157
28,35.55114009062527
29,35.54860994045157
30,35.54860994045157
31,35.55620039097266
32,35.54860994045157
33,35.54607979027787
34,35.543549640104175
35,35.54860994045157
36,35.54607979027787
37,35.54607979027787
38,35.54607979027787
39,35.54607979027787
40,35.54607979027787
41,35.54607979027787
42,35.54860994045157
43,35.55114009062527
44,35.54607979027787
45,35.54101948993048
46,35.54607979027787
47,35.54860994045157
48,35.543549640104175
49,35.54607979027787
50,35.54607979027787
51,35.54860994045157
52,35.54607979027787
53,35.543549640104175
54,35.54607979027787
55,35.54607979027787
56,35.553670240798965
57,35.553670240798965
58,35.54607979027787
59,35.54860994045157
60,35.54860994045157
61,35.55114009062527
62,35.55114009062527
63,35.543549640104175
64,35.55114009062527
65,35.54607979027787
66,35.54860994045157
67,35.54860994045157
68,35.54860994045157
69,35.54607979027787
70,35.54860994045157
71,35.54860994045157
72,35.54860994045157
73,35.54607979027787
74,35.54860994045157
75,35.54607979027787
76,35.54860994045157
77,35.54860994045157
78,35.55620039097266
79,35.54607979027787
80,35.54860994045157
81,35.54607979027787
82,35.54607979027787
83,35.54607979027787
84,35.54860994045157
85,35.543549640104175
86,35.55114009062527
87,35.54607979027787
88,35.54860994045157
89,35.55114009062527
90,35.54607979027787
91,35.54607979027787
92,35.54607979027787
93,35.54607979027787
94,35.54607979027787
95,35.55114009062527
96,35.55114009062527
97,35.54607979027787
98,35.54860994045157
99,35.55114009062527
100,35.54607979027787
101,35.54860994045157
102,35.54860994045157
103,35.54607979027787
104,35.55114009062527
105,35.55114009062527
106,35.54860994045157
107,35.54860994045157
108,35.553670240798965
109,35.54860994045157
110,35.54860994045157
111,35.54607979027787
112,35.54607979027787
113,35.54607979027787
114,35.54607979027787
115,35.54607979027787
116,35.54860994045157
117,35.55114009062527
118,35.543549640104175
119,35.54607979027787
120,35.54607979027787
121,35.54607979027787
122,35.55114009062527
123,35.54860994045157
124,35.55114009062527
125,35.54607979027787
126,35.54607979027787
127,35.54607979027787
128,35.55114009062527
129,35.54860994045157
130,35.54860994045157
131,35.54607979027787
132,35.543549640104175
133,35.54607979027787
134,35.54607979027787
135,35.54607979027787
136,35.54607979027787
137,35.54607979027787
138,35.543549640104175
139,35.54607979027787
140,35.55114009062527
141,35.55114009062527
142,35.55114009062527
143,35.54607979027787
144,35.543549640104175
145,35.54860994045157
146,35.54860994045157
147,35.54607979027787
148,35.54607979027787
149,35.55114009062527
150,35.54860994045157
151,35.55114009062527
152,35.54860994045157
153,35.54860994045157
154,35.55114009062527
155,35.54607979027787
156,35.54860994045157
157,35.54607979027787
158,35.54607979027787
159,35.54607979027787
160,35.54860994045157
161,35.55114009062527
162,35.54860994045157
163,35.55114009062527
164,35.55114009062527
165,35.54607979027787
166,35.54860994045157
167,35.55114009062527
168,35.55114009062527
169,35.54607979027787
170,35.543549640104175
171,35.54860994045157
172,35.54607979027787
173,35.54607979027787
174,35.55114009062527
175,35.54860994045157
176,35.54607979027787
177,35.55114009062527
178,35.54607979027787
179,35.54607979027787
180,35.54860994045157
181,35.55114009062527
182,35.55114009062527
183,35.55114009062527
184,35.55114009062527
185,35.553670240798965
186,35.54860994045157
187,35.54607979027787
188,35.55114009062527
189,35.54860994045157
190,35.55114009062527
191,35.553670240798965
192,35.54860994045157
193,35.54607979027787
194,35.54860994045157
195,35.543549640104175
196,35.54607979027787
197,35.543549640104175
198,35.54860994045157
199,35.54860994045157
200,35.54860994045157
201,35.54860994045157
202,35.54607979027787
203,35.54607979027787
204,35.54860994045157
205,35.54607979027787
206,35.55114009062527
207,35.54607979027787
208,35.553670240798965
209,35.54607979027787
210,35.54860994045157
211,35.54860994045157
212,35.55114009062527
213,35.54607979027787
214,35.54607979027787
215,35.54607979027787
216,35.54860994045157
217,35.54860994045157
218,35.54607979027787
219,35.55114009062527
220,35.54860994045157
221,35.553670240798965
222,35.54607979027787
223,35.55114009062527
224,35.54860994045157
225,35.54607979027787
226,35.55114009062527
227,35.54607979027787
228,35.54860994045157
229,35.55114009062527
230,35.55114009062527
231,35.55114009062527
232,35.54607979027787
233,35.54860994045157
234,35.55114009062527
235,35.54860994045157
236,35.55114009062527
237,35.54607979027787
238,35.54860994045157
239,35.54860994045157
240,35.55114009062527
241,35.54607979027787
242,35.54860994045157
243,35.55114009062527
244,35.55114009062527
245,35.55114009062527
246,35.54860994045157
247,35.54607979027787
248,35.54860994045157
249,35.55114009062527
250,35.553670240798965
251,35.54860994045157
252,35.54607979027787
253,35.55114009062527
254,35.55114009062527
255,35.54860994045157
256,35.55114009062527
257,35.54860994045157
258,35.54860994045157
259,35.54607979027787
260,35.54607979027787
261,35.55114009062527
262,35.553670240798965
263,35.543549640104175
264,35.54860994045157
265,35.54860994045157
266,35.54860994045157
267,35.54607979027787
268,35.55114009062527
269,35.54607979027787
270,35.55114009062527
271,35.54860994045157
272,35.55114009062527
273,35.54607979027787
274,35.54860994045157
275,35.54607979027787
276,35.54607979027787
277,35.54860994045157
278,35.543549640104175
279,35.54607979027787
280,35.55114009062527
281,35.54607979027787
282,35.54607979027787
283,35.54860994045157
284,35.54860994045157
285,35.54607979027787
286,35.54607979027787
287,35.54860994045157
288,35.54860994045157
289,35.54607979027787
290,35.54607979027787
291,35.55114009062527
292,35.54860994045157
293,35.54607979027787
294,35.543549640104175
295,35.54860994045157
296,35.55114009062527
297,35.543549640104175
298,35.54607979027787
299,35.55114009062527
300,35.54860994045157
301,35.54607979027787
302,35.54860994045157
303,35.55114009062527
304,35.54860994045157
305,35.54607979027787
306,35.54607979027787
307,35.54607979027787
308,35.55114009062527
309,35.54607979027787
310,35.543549640104175
311,35.55114009062527
312,35.54860994045157
313,35.54860994045157
314,35.543549640104175
315,35.54607979027787
316,35.54607979027787
317,35.54860994045157
318,35.54860994045157
319,35.54860994045157
320,35.54607979027787
321,35.54607979027787
322,35.54607979027787
323,35.54860994045157
324,35.54607979027787
325,35.55114009062527
326,35.543549640104175
327,35.54860994045157
328,35.55114009062527
329,35.54860994045157
330,35.543549640104175
331,35.54607979027787
332,35.54607979027787
333,35.54607979027787
334,35.54860994045157
335,35.54607979027787
336,35.54607979027787
337,35.54860994045157
338,35.54860994045157
339,35.54607979027787
340,35.54860994045157
341,35.54607979027787
342,35.54860994045157
343,35.54860994045157
344,35.54607979027787
345,35.54607979027787
346,35.54607979027787
347,35.54860994045157
348,35.55114009062527
349,35.54607979027787
350,35.55114009062527
351,35.543549640104175
352,35.54607979027787
353,35.54860994045157
354,35.54607979027787
355,35.543549640104175
356,35.54607979027787
357,35.55114009062527
358,35.54607979027787
359,35.54860994045157
360,35.54860994045157
361,35.54607979027787
362,35.54607979027787
363,35.55114009062527
364,35.54860994045157
365,35.553670240798965
366,35.54607979027787
367,35.54860994045157
368,35.54860994045157
369,35.54607979027787
370,35.54607979027787
371,35.54860994045157
372,35.543549640104175
373,35.54860994045157
374,35.55114009062527
375,35.54607979027787
376,35.54860994045157
377,35.54860994045157
378,35.54607979027787
379,35.55114009062527
380,35.55114009062527
381,35.54607979027787
382,35.553670240798965
